1.40E+03,74200,7.00E+00
1.51E+03,74400,7.57E+00
1.49E+03,74600,7.43E+00
1.51E+03,74800,7.56E+00
1.42E+03,75000,7.09E+00
1.55E+03,75200,7.76E+00
1.43E+03,75400,7.16E+00
1.19E+03,75600,5.95E+00
1.37E+03,75800,6.86E+00
1.46E+03,76000,7.31E+00
1.42E+03,76200,7.10E+00
1.42E+03,76400,7.08E+00
1.39E+03,76600,6.95E+00
1.35E+03,76800,6.74E+00
1.48E+03,77000,7.41E+00
1.41E+03,77200,7.06E+00
1.43E+03,77400,7.16E+00
1.31E+03,77600,6.54E+00
1.22E+03,77800,6.11E+00
1.27E+03,78000,6.36E+00
1.50E+03,78200,7.52E+00
1.43E+03,78400,7.14E+00
1.43E+03,78600,7.17E+00
1.46E+03,78800,7.30E+00
1.58E+03,79000,7.91E+00
1.55E+03,79200,7.74E+00
1.41E+03,79400,7.05E+00
1.58E+03,79600,7.90E+00
1.56E+03,79800,7.80E+00
1.36E+03,80000,6.80E+00
1.63E+03,80200,8.14E+00
1.51E+03,80400,7.54E+00
1.51E+03,80600,7.57E+00
1.35E+03,80800,6.76E+00
1.66E+03,81000,8.29E+00
1.32E+03,81200,6.60E+00
1.59E+03,81400,7.93E+00
1.52E+03,81600,7.60E+00
1.46E+03,81800,7.32E+00
1.48E+03,82000,7.41E+00
1.45E+03,82200,7.25E+00
1.59E+03,82400,7.93E+00
1.41E+03,82600,7.04E+00
1.42E+03,82800,7.08E+00
1.52E+03,83000,7.60E+00
1.46E+03,83200,7.31E+00
1.42E+03,83400,7.12E+00
1.43E+03,83600,7.15E+00
1.60E+03,83800,7.99E+00
1.47E+03,84000,7.33E+00
1.38E+03,84200,6.91E+00
1.34E+03,84400,6.71E+00
1.33E+03,84600,6.66E+00
1.49E+03,84800,7.43E+00
1.45E+03,85000,7.26E+00
1.43E+03,85200,7.15E+00
1.44E+03,85400,7.21E+00
1.44E+03,85600,7.18E+00
1.56E+03,85800,7.79E+00
1.34E+03,86000,6.69E+00
1.58E+03,86200,7.91E+00
1.41E+03,86400,7.06E+00
1.53E+03,86600,7.67E+00
1.57E+03,86800,7.83E+00
1.54E+03,87000,7.71E+00
1.38E+03,87200,6.92E+00
1.37E+03,87400,6.86E+00
1.39E+03,87600,6.94E+00
1.46E+03,87800,7.30E+00
1.50E+03,88000,7.50E+00
1.47E+03,88200,7.37E+00
1.46E+03,88400,7.28E+00
1.50E+03,88600,7.49E+00
1.49E+03,88800,7.43E+00
1.41E+03,89000,7.07E+00
1.49E+03,89200,7.46E+00
1.40E+03,89400,7.01E+00
1.52E+03,89600,7.62E+00
1.45E+03,89800,7.23E+00
1.33E+03,90000,6.63E+00
1.41E+03,90200,7.04E+00
1.52E+03,90400,7.61E+00
1.49E+03,90600,7.46E+00
1.31E+03,90800,6.53E+00
1.35E+03,91000,6.74E+00
1.36E+03,91200,6.79E+00
1.43E+03,91400,7.14E+00
1.41E+03,91600,7.04E+00
1.47E+03,91800,7.35E+00
1.47E+03,92000,7.34E+00
1.38E+03,92200,6.89E+00
1.43E+03,92400,7.16E+00
1.34E+03,92600,6.69E+00
1.41E+03,92800,7.03E+00
1.23E+03,93000,6.15E+00
1.39E+03,93200,6.93E+00
1.47E+03,93400,7.33E+00
1.30E+03,93600,6.48E+00
1.31E+03,93800,6.54E+00
1.37E+03,94000,6.87E+00
1.44E+03,94200,7.22E+00
1.49E+03,94400,7.44E+00
1.35E+03,94600,6.73E+00
1.28E+03,94800,6.40E+00
1.29E+03,95000,6.44E+00
1.36E+03,95200,6.82E+00
1.38E+03,95400,6.92E+00
1.28E+03,95600,6.40E+00
1.40E+03,95800,7.01E+00
1.42E+03,96000,7.10E+00
1.35E+03,96200,6.74E+00
1.47E+03,96400,7.37E+00
1.41E+03,96600,7.06E+00
1.36E+03,96800,6.81E+00
1.43E+03,97000,7.16E+00
1.44E+03,97200,7.21E+00
1.60E+03,97400,7.98E+00
1.41E+03,97600,7.03E+00
1.52E+03,97800,7.60E+00
1.58E+03,98000,7.92E+00
1.40E+03,98200,6.99E+00
1.53E+03,98400,7.66E+00
1.52E+03,98600,7.58E+00
1.34E+03,98800,6.71E+00
1.43E+03,99000,7.13E+00
1.41E+03,99200,7.04E+00
1.56E+03,99400,7.81E+00
1.38E+03,99600,6.91E+00
1.40E+03,99800,7.01E+00
1.60E+03,100000,7.99E+00
